weight,height,size
74,164,M
104,191,XXXL
57,162,S
59,155,S
77,156,L
69,163,M
87,182,XL
69,164,M
92,171,XL
60,160,S
74,165,M
59,155,S
58,159,S
57,159,S
79,155,L
56,163,S
57,164,S
90,162,XL
66,157,M
57,161,S
57,155,S
68,165,M
58,158,S
94,177,XXL
56,163,S
102,191,XXXL
56,161,S
71,165,M
120,193,XXXL
56,165,S
57,161,S
88,157,XL
95,176,XXL
75,165,M
95,175,XXL
79,159,L
0,0,XXS
68,162,M
58,159,S
86,164,XL
92,187,XL
79,165,L
59,157,S
91,181,XL
75,164,M
80,164,L
92,164,XL
77,156,L
87,156,XL
59,165,S
87,183,XL
90,190,XL
0,0,XXS
0,0,XXS
102,197,XXXL
111,200,XXXL
0,0,XXS
113,195,XXXL
56,158,S
90,158,XL
98,178,XXL
109,198,XXXL
60,160,S
103,194,XXXL
58,156,S
0,0,XXS
108,194,XXXL
0,0,XXS
106,192,XXXL
58,163,S
70,159,M
68,158,M
111,193,XXXL
56,160,S
74,159,M
86,162,XL
93,182,XXL
104,193,XXXL
75,164,M
69,159,M
73,156,M
60,159,S
81,155,L
98,182,XXL
92,179,XL
89,162,XL
102,191,XXXL
91,169,XL
110,194,XXXL
56,159,S
74,161,M
119,191,XXXL
60,165,S
78,158,L
59,161,S
0,0,XXS
71,160,M
75,165,M
59,155,S
68,159,M
71,165,M
0,0,XXS
57,157,S
119,200,XXXL
67,156,M
76,162,L
89,156,XL
85,160,L
71,158,M
0,0,XXS
67,158,M
96,180,XXL
99,186,XXL
74,160,M
57,165,S
69,161,M
56,164,S
56,163,S
112,196,XXXL
108,192,XXXL
76,165,L
112,191,XXXL
96,171,XXL
58,162,S
102,191,XXXL
60,165,S
91,182,XL
85,157,L
57,160,S
0,0,XXS
105,200,XXXL
75,161,M
0,0,XXS
89,155,XL
83,157,L
88,159,XL
71,156,M
120,198,XXXL
84,156,L
79,156,L
88,155,XL
55,155,S
68,156,M
110,198,XXXL
57,161,S
66,156,M
83,158,L
89,173,XL
111,198,XXXL
90,178,XL
101,199,XXXL
83,159,L
120,192,XXXL
70,155,M
0,0,XXS
71,163,M
71,161,M
76,156,L
60,165,S
79,162,L
70,159,M
81,159,L
84,160,L
0,0,XXS
57,160,S
108,197,XXXL
66,155,M
100,179,XXL
110,199,XXXL
80,162,L
75,159,M
77,162,L
60,156,S
97,177,XXL
116,192,XXXL
97,180,XXL
100,171,XXL
75,155,M
90,166,XL
83,161,L
84,156,L
58,161,S
120,196,XXXL
71,155,M
82,159,L
0,0,XXS
85,157,L
87,188,XL
59,156,S
79,160,L
69,158,M
57,165,S
110,194,XXXL
84,158,L
0,0,XXS
90,174,XL
92,176,XL
55,159,S
119,193,XXXL
90,159,XL
55,157,S
58,165,S
107,197,XXXL
75,157,M
79,161,L
70,157,M
0,0,XXS
89,163,XL
59,165,S
78,157,L
0,0,XXS
68,163,M
85,158,L
58,163,S
71,157,M
100,187,XXL
90,188,XL
100,172,XXL
57,158,S
85,161,L
112,192,XXXL
56,165,S
110,196,XXXL
67,162,M
79,158,L
55,163,S
95,188,XXL
92,179,XL
55,158,S
120,193,XXXL
0,0,XXS
107,200,XXXL
110,197,XXXL
103,191,XXXL
111,200,XXXL
100,185,XXL
77,159,L
92,156,XL
99,176,XXL
0,0,XXS
59,158,S
89,166,XL
118,200,XXXL
119,195,XXXL
94,189,XXL
83,159,L
80,157,L
84,165,L
71,159,M
106,195,XXXL
67,159,M
69,164,M
84,157,L
71,162,M
57,163,S
72,163,M
90,183,XL
82,156,L
81,158,L
67,162,M
110,196,XXXL
55,158,S
74,164,M
88,185,XL
72,164,M
0,0,XXS
112,197,XXXL
89,161,XL
117,191,XXXL
68,163,M
106,198,XXXL
106,194,XXXL
94,172,XXL
113,193,XXXL
55,163,S
81,164,L
58,165,S
60,165,S
56,156,S
112,195,XXXL
83,160,L
81,158,L
89,161,XL
75,160,M
72,165,M
118,194,XXXL
75,163,M
95,182,XXL
80,160,L
76,164,L
69,165,M
91,183,XL
70,163,M
114,194,XXXL
0,0,XXS
66,163,M
55,155,S
0,0,XXS
0,0,XXS
110,194,XXXL
118,199,XXXL
95,189,XXL
105,200,XXXL
86,188,XL
102,192,XXXL
85,161,L
120,200,XXXL
0,0,XXS
68,161,M
94,185,XXL
95,170,XXL
109,199,XXXL
73,159,M
68,158,M
57,161,S
87,157,XL
69,164,M
73,160,M
57,165,S
69,163,M
60,158,S
92,156,XL
118,200,XXXL
67,165,M
57,156,S
92,188,XL
91,168,XL
82,160,L
89,167,XL
72,164,M
67,163,M
0,0,XXS
56,161,S
114,198,XXXL
96,173,XXL
115,200,XXXL
84,157,L
71,161,M
89,179,XL
105,196,XXXL
55,157,S
82,164,L
56,160,S
56,158,S
85,163,L
70,163,M
114,199,XXXL
83,157,L
106,194,XXXL
69,158,M
75,162,M
69,158,M
58,160,S
68,164,M
83,161,L
101,192,XXXL
0,0,XXS
68,155,M
0,0,XXS
67,162,M
55,160,S
79,162,L
95,190,XXL
98,178,XXL
84,161,L
71,161,M
60,157,S
85,156,L
59,156,S
84,161,L
78,162,L
70,156,M
70,157,M
80,165,L
56,163,S
87,170,XL
92,177,XL
56,161,S
68,161,M
95,188,XXL
84,160,L
68,156,M
55,162,S
80,164,L
67,164,M
112,193,XXXL
97,180,XXL
55,155,S
89,166,XL
87,164,XL
69,165,M
68,163,M
0,0,XXS
86,172,XL
91,187,XL
70,157,M
68,161,M
99,170,XXL
117,192,XXXL
0,0,XXS
56,163,S
102,192,XXXL
55,163,S
116,200,XXXL
86,155,XL
67,158,M
58,159,S
84,157,L
96,176,XXL
60,161,S
92,173,XL
77,165,L
0,0,XXS
69,155,M
88,185,XL
98,188,XXL
57,160,S
86,160,XL
112,197,XXXL
94,179,XXL
66,160,M
97,175,XXL
59,162,S
90,189,XL
90,171,XL
66,155,M
85,160,L
69,157,M
59,163,S
58,165,S
78,158,L
60,163,S
82,155,L
88,178,XL
90,187,XL
92,166,XL
60,158,S
83,163,L
90,183,XL
92,170,XL
78,164,L
87,169,XL
84,159,L
57,165,S
85,156,L
56,158,S
77,157,L
0,0,XXS
60,156,S
89,170,XL
66,156,M
0,0,XXS
100,181,XXL
80,162,L
72,163,M
89,169,XL
75,164,M
90,156,XL
84,165,L
103,198,XXXL
78,157,L
80,159,L
111,193,XXXL
60,158,S
57,159,S
55,159,S
60,160,S
97,189,XXL
59,159,S
68,162,M
71,165,M
92,190,XL
0,0,XXS
73,156,M
87,172,XL
73,163,M
55,165,S
0,0,XXS
0,0,XXS
73,163,M
0,0,XXS
66,165,M
72,158,M
91,173,XL
84,159,L
60,160,S
103,197,XXXL
55,165,S
95,181,XXL
74,160,M
114,196,XXXL
55,160,S
82,163,L
67,159,M
67,164,M
90,176,XL
74,165,M
76,164,L
110,196,XXXL
110,197,XXXL
89,168,XL
95,171,XXL
55,157,S
85,165,L
105,192,XXXL
100,185,XXL
110,195,XXXL
87,167,XL
66,158,M
102,192,XXXL
109,193,XXXL
70,155,M
0,0,XXS
89,181,XL
113,191,XXXL
60,163,S
107,199,XXXL
87,177,XL
102,198,XXXL
116,197,XXXL
84,155,L
66,164,M
114,199,XXXL
101,195,XXXL
57,162,S
70,161,M
0,0,XXS
78,165,L
67,155,M
66,164,M
72,157,M
73,155,M
115,194,XXXL
109,196,XXXL
114,195,XXXL
67,155,M
95,190,XXL
90,158,XL
71,159,M
113,194,XXXL
75,162,M
0,0,XXS
74,163,M
70,162,M
115,196,XXXL
101,197,XXXL
69,158,M
87,163,XL
60,157,S
94,188,XXL
67,162,M
91,186,XL
70,163,M
87,156,XL
59,165,S
88,173,XL
105,191,XXXL
59,157,S
58,162,S
83,163,L
88,175,XL
77,162,L
89,190,XL
0,0,XXS
70,156,M
78,161,L
109,191,XXXL
72,155,M
118,194,XXXL
93,180,XXL
82,162,L
0,0,XXS
0,0,XXS
118,192,XXXL
99,187,XXL
108,194,XXXL
76,161,L
56,163,S
57,158,S
0,0,XXS
55,156,S
93,177,XXL
79,163,L
110,195,XXXL
110,198,XXXL
73,161,M
103,199,XXXL
67,160,M
0,0,XXS
71,161,M
118,196,XXXL
60,156,S
83,157,L
86,178,XL
75,156,M
116,193,XXXL
81,163,L
100,179,XXL
58,165,S
114,197,XXXL
78,163,L
75,163,M
71,164,M
83,165,L
117,191,XXXL
92,160,XL
73,158,M
82,164,L
0,0,XXS
89,161,XL
69,160,M
76,158,L
68,163,M
85,158,L
59,158,S
0,0,XXS
103,193,XXXL
87,157,XL
59,164,S
56,165,S
68,160,M
89,183,XL
99,174,XXL
107,199,XXXL
58,158,S
73,161,M
90,169,XL
87,178,XL
118,194,XXXL
113,193,XXXL
0,0,XXS
75,155,M
69,160,M
56,157,S
70,158,M
98,190,XXL
100,170,XXL
87,155,XL
0,0,XXS
88,175,XL
56,157,S
92,165,XL
55,162,S
56,156,S
87,190,XL
68,157,M
91,178,XL
0,0,XXS
105,194,XXXL
57,155,S
0,0,XXS
58,163,S
82,158,L
69,162,M
78,155,L
102,192,XXXL
66,163,M
90,184,XL
92,188,XL
58,158,S
58,165,S
57,162,S
68,161,M
120,198,XXXL
69,155,M
0,0,XXS
0,0,XXS
67,156,M
75,158,M
58,156,S
86,173,XL
60,165,S
57,155,S
84,157,L
89,155,XL
70,161,M
73,155,M
89,156,XL
57,164,S
0,0,XXS
92,177,XL
75,156,M
101,194,XXXL
110,196,XXXL
94,173,XXL
57,160,S
79,162,L
89,161,XL
101,194,XXXL
71,161,M
71,165,M
88,167,XL
82,155,L
0,0,XXS
0,0,XXS
57,159,S
57,165,S
68,162,M
82,158,L
108,193,XXXL
105,192,XXXL
0,0,XXS
100,172,XXL
87,155,XL
73,163,M
68,162,M
79,160,L
95,170,XXL
57,160,S
79,164,L
99,186,XXL
76,161,L
96,184,XXL
74,160,M
79,157,L
97,185,XXL
73,160,M
57,160,S
58,164,S
73,155,M
69,158,M
59,157,S
55,165,S
120,199,XXXL
109,194,XXXL
87,168,XL
67,161,M
77,160,L
74,160,M
92,172,XL
116,200,XXXL
0,0,XXS
74,157,M
71,156,M
58,155,S
67,157,M
85,155,L
120,198,XXXL
105,200,XXXL
119,192,XXXL
113,193,XXXL
60,164,S
71,158,M
83,161,L
78,159,L
58,162,S
0,0,XXS
92,186,XL
66,156,M
99,182,XXL
83,164,L
78,161,L
56,159,S
69,156,M
95,170,XXL
92,162,XL
70,161,M
115,194,XXXL
102,199,XXXL
87,188,XL
118,198,XXXL
0,0,XXS
0,0,XXS
93,180,XXL
68,155,M
90,175,XL
97,179,XXL
115,196,XXXL
75,159,M
60,158,S
72,160,M
113,197,XXXL
103,196,XXXL
102,199,XXXL
112,197,XXXL
86,190,XL
90,169,XL
74,157,M
67,160,M
0,0,XXS
81,159,L
58,157,S
88,169,XL
119,197,XXXL
118,192,XXXL
87,174,XL
56,165,S
101,198,XXXL
55,164,S
71,157,M
81,164,L
76,162,L
79,159,L
59,156,S
97,172,XXL
82,157,L
109,194,XXXL
77,163,L
76,163,L
0,0,XXS
0,0,XXS
70,158,M
68,164,M
67,157,M
110,200,XXXL
67,159,M
96,179,XXL
70,156,M
72,161,M
73,158,M
89,158,XL
59,165,S
102,200,XXXL
96,187,XXL
89,185,XL
66,160,M
77,163,L
85,156,L
73,158,M
58,157,S
76,162,L
0,0,XXS
0,0,XXS
59,156,S
90,178,XL
113,196,XXXL
58,157,S
56,162,S
89,186,XL
74,162,M
68,158,M
89,166,XL
101,198,XXXL
108,198,XXXL
88,183,XL
86,183,XL
71,163,M
83,158,L
57,156,S
100,184,XXL
0,0,XXS
93,173,XXL
58,162,S
90,162,XL
99,182,XXL
70,162,M
79,164,L
57,162,S
80,159,L
90,163,XL
90,180,XL
80,156,L
90,167,XL
107,191,XXXL
71,165,M
55,162,S
90,176,XL
0,0,XXS
117,194,XXXL
73,161,M
90,182,XL
111,193,XXXL
107,196,XXXL
55,160,S
119,195,XXXL
76,159,L
96,182,XXL
58,162,S
119,193,XXXL
82,156,L
60,155,S
60,165,S
60,158,S
114,198,XXXL
81,156,L
107,197,XXXL
76,163,L
103,200,XXXL
66,156,M
100,174,XXL
81,156,L
56,159,S
73,160,M
0,0,XXS
67,161,M
81,156,L
69,157,M
59,165,S
83,163,L
108,196,XXXL
0,0,XXS
104,200,XXXL
66,156,M
57,163,S
95,184,XXL
75,162,M
114,197,XXXL
68,157,M
0,0,XXS
91,156,XL
105,199,XXXL
100,173,XXL
82,160,L
81,155,L
67,157,M
81,160,L
116,191,XXXL
73,161,M
78,163,L
89,186,XL
85,157,L
59,162,S
71,160,M
59,158,S
73,159,M
0,0,XXS
81,155,L
87,165,XL
74,165,M
106,197,XXXL
115,195,XXXL
95,173,XXL
0,0,XXS
71,163,M
74,162,M
0,0,XXS
68,156,M
77,155,L
66,164,M
56,161,S
83,159,L
67,165,M
107,191,XXXL
86,184,XL
68,162,M
73,156,M
0,0,XXS
91,185,XL
96,173,XXL
110,196,XXXL
66,160,M
71,164,M
91,189,XL
77,165,L
69,155,M
91,174,XL
79,157,L
89,162,XL
95,183,XXL
120,194,XXXL
55,157,S
0,0,XXS
117,194,XXXL
67,165,M
82,158,L
58,158,S
77,156,L
106,199,XXXL
90,171,XL
119,199,XXXL
119,198,XXXL
97,179,XXL
92,164,XL
69,155,M
88,166,XL
0,0,XXS
60,156,S
118,200,XXXL
82,161,L
77,156,L
83,164,L
89,176,XL
88,184,XL
72,158,M
115,197,XXXL
118,194,XXXL
87,188,XL
80,157,L
89,188,XL
87,168,XL
57,155,S
80,155,L
74,158,M
57,162,S
91,169,XL
67,157,M
0,0,XXS
67,157,M
0,0,XXS
91,175,XL
89,159,XL
59,164,S
72,156,M
71,164,M
92,172,XL
90,174,XL
76,160,L
80,159,L
57,163,S
71,163,M
0,0,XXS
115,195,XXXL
90,176,XL
99,172,XXL
55,159,S
73,160,M
82,160,L
68,162,M
74,157,M
70,159,M
91,169,XL
113,195,XXXL
85,156,L
0,0,XXS
69,165,M
87,186,XL
80,155,L
82,165,L
90,185,XL
72,164,M
81,163,L
0,0,XXS
72,156,M
58,161,S
114,191,XXXL
115,191,XXXL
60,163,S
102,198,XXXL
68,157,M
108,191,XXXL
69,159,M
0,0,XXS
55,165,S
82,160,L
69,160,M
71,159,M
108,195,XXXL
111,192,XXXL
58,157,S
108,199,XXXL
57,159,S
73,163,M
98,185,XXL
86,171,XL
56,158,S
82,159,L
72,160,M
91,161,XL
99,182,XXL
76,161,L
72,162,M
0,0,XXS
90,159,XL
79,158,L
90,183,XL
105,198,XXXL
91,180,XL
56,163,S
74,164,M
55,159,S
80,159,L
69,162,M
92,162,XL
86,161,XL
59,161,S
77,163,L
105,200,XXXL
85,163,L
72,159,M
0,0,XXS
84,157,L
55,160,S
80,165,L
0,0,XXS
104,196,XXXL
60,165,S
81,161,L
86,173,XL
78,155,L
88,179,XL
76,158,L
84,164,L
68,161,M
120,191,XXXL
59,161,S
0,0,XXS
81,159,L
56,158,S
88,176,XL
66,158,M
97,177,XXL
0,0,XXS
73,164,M
58,156,S
117,196,XXXL
74,162,M
87,182,XL
115,200,XXXL
58,165,S
118,200,XXXL
91,174,XL
119,196,XXXL
100,187,XXL
71,157,M
0,0,XXS
58,156,S
80,156,L
91,165,XL
79,160,L
88,160,XL
56,155,S
99,189,XXL
76,165,L
77,162,L
72,161,M
89,182,XL
88,170,XL
55,160,S
55,159,S
59,162,S
88,171,XL
88,190,XL
91,157,XL
0,0,XXS
91,184,XL
77,162,L
91,183,XL
83,159,L
71,160,M
101,197,XXXL
0,0,XXS
114,198,XXXL
91,174,XL
60,155,S
0,0,XXS
99,177,XXL
81,165,L
87,190,XL
59,155,S
92,160,XL
0,0,XXS
90,171,XL
77,158,L
0,0,XXS
75,165,M
85,155,L
68,161,M
77,158,L
0,0,XXS
77,159,L
106,191,XXXL
56,162,S
99,187,XXL
114,197,XXXL
87,166,XL
68,158,M
84,165,L
72,162,M
72,156,M
108,192,XXXL
85,165,L
79,162,L
56,161,S
89,171,XL
71,165,M
69,158,M
72,158,M
66,159,M
0,0,XXS
90,166,XL
92,170,XL
81,160,L
103,194,XXXL
68,161,M
97,187,XXL
60,156,S
110,200,XXXL
66,155,M
74,162,M
94,182,XXL
60,161,S
79,163,L
83,158,L
69,159,M
81,164,L
0,0,XXS
81,163,L
67,161,M
113,197,XXXL
95,188,XXL
55,156,S
60,162,S
68,164,M
81,156,L
60,158,S
101,196,XXXL
82,157,L
87,180,XL
0,0,XXS
105,191,XXXL
100,185,XXL
75,159,M
70,164,M
90,160,XL
107,199,XXXL
75,158,M
69,161,M
103,200,XXXL
70,165,M
82,162,L
90,157,XL
83,160,L
71,161,M
87,168,XL
78,160,L
74,161,M
0,0,XXS
92,167,XL
69,165,M
74,158,M
57,164,S
69,162,M
60,156,S
59,161,S
88,182,XL
69,164,M
107,194,XXXL
60,165,S
94,174,XXL
60,163,S
0,0,XXS
104,195,XXXL
74,165,M
67,162,M
71,158,M
98,183,XXL
72,160,M
101,200,XXXL
85,164,L
71,155,M
60,157,S
72,165,M
78,159,L
90,160,XL
82,158,L
93,180,XXL
57,160,S
77,157,L
111,196,XXXL
58,157,S
114,194,XXXL
68,164,M
89,178,XL
74,156,M
90,156,XL
85,159,L
71,161,M
88,190,XL
56,157,S
58,165,S
0,0,XXS
91,166,XL
70,157,M
72,160,M
107,191,XXXL
60,156,S
88,181,XL
102,196,XXXL
88,160,XL
111,196,XXXL
66,165,M
58,156,S
107,194,XXXL
60,157,S
55,163,S
112,191,XXXL
0,0,XXS
95,175,XXL
0,0,XXS
57,161,S
73,161,M
109,195,XXXL
74,155,M
82,160,L
91,174,XL
0,0,XXS
80,163,L
55,157,S
76,159,L
105,191,XXXL
103,199,XXXL
115,198,XXXL
58,156,S
90,173,XL
67,156,M
90,190,XL
87,180,XL
75,160,M
67,163,M
66,155,M
91,184,XL
87,184,XL
88,189,XL
0,0,XXS
82,157,L
0,0,XXS
77,164,L
57,159,S
73,162,M
89,168,XL
88,177,XL
79,162,L
60,163,S
71,158,M
88,179,XL
80,165,L
89,177,XL
111,193,XXXL
75,157,M
72,158,M
60,157,S
69,157,M
117,195,XXXL
87,161,XL
73,156,M
75,157,M
72,161,M
72,163,M
68,162,M
89,176,XL
100,177,XXL
55,157,S
91,188,XL
70,162,M
78,160,L
71,158,M
0,0,XXS
97,182,XXL
96,190,XXL
111,193,XXXL
71,162,M
67,164,M
60,163,S
120,194,XXXL
0,0,XXS
91,189,XL
87,167,XL
85,155,L
73,157,M
97,187,XXL
57,155,S
55,165,S
79,158,L
85,160,L
59,158,S
103,192,XXXL
55,158,S
70,164,M
70,163,M
76,163,L
95,173,XXL
55,156,S
58,160,S
94,177,XXL
71,156,M
60,158,S
59,159,S
82,163,L
60,161,S
106,193,XXXL
105,199,XXXL
75,163,M
60,156,S
69,156,M
87,171,XL
67,159,M
118,191,XXXL
0,0,XXS
95,178,XXL
69,165,M
58,157,S
93,175,XXL
57,163,S
91,163,XL
0,0,XXS
86,179,XL
59,155,S
57,157,S
59,156,S
98,178,XXL
75,157,M
107,199,XXXL
87,186,XL
116,191,XXXL
88,182,XL
112,193,XXXL
55,159,S
73,165,M
55,156,S
91,178,XL
71,163,M
56,165,S
58,162,S
113,193,XXXL
73,156,M
98,170,XXL
91,178,XL
55,165,S
110,198,XXXL
60,157,S
85,159,L
76,164,L
70,158,M
90,164,XL
75,160,M
81,164,L
66,162,M
77,158,L
57,160,S
110,192,XXXL
66,160,M
55,164,S
90,174,XL
84,159,L
107,198,XXXL
68,159,M
0,0,XXS
120,196,XXXL
57,162,S
86,160,XL
75,162,M
90,157,XL
116,200,XXXL
59,158,S
89,164,XL
60,163,S
73,162,M
91,173,XL
72,156,M
0,0,XXS
80,163,L
81,156,L
97,181,XXL
59,161,S
81,161,L
78,162,L
0,0,XXS
87,168,XL
96,177,XXL
67,165,M
110,199,XXXL
0,0,XXS
72,163,M
60,158,S
82,163,L
100,171,XXL
72,158,M
119,200,XXXL
57,164,S
0,0,XXS
102,199,XXXL
103,199,XXXL
60,159,S
69,159,M
60,164,S
113,196,XXXL
83,165,L
71,163,M
70,165,M
55,164,S
69,162,M
111,194,XXXL
59,164,S
104,200,XXXL
0,0,XXS
109,200,XXXL
90,158,XL
0,0,XXS
59,164,S
70,164,M
116,199,XXXL
89,156,XL
57,159,S
75,155,M
90,172,XL
68,160,M
102,199,XXXL
119,200,XXXL
70,163,M
87,172,XL
84,157,L
91,185,XL
74,156,M
104,195,XXXL
78,160,L
76,164,L
101,196,XXXL
60,156,S
77,163,L
91,181,XL
68,165,M
75,162,M
0,0,XXS
69,156,M
113,198,XXXL
71,160,M
99,172,XXL
75,155,M
102,200,XXXL
83,160,L
95,176,XXL
120,192,XXXL
116,192,XXXL
72,165,M
111,191,XXXL
87,158,XL
85,160,L
84,159,L
57,163,S
107,192,XXXL
120,197,XXXL
89,172,XL
70,156,M
0,0,XXS
84,165,L
88,180,XL
97,183,XXL
83,163,L
67,164,M
111,196,XXXL
69,161,M
105,200,XXXL
76,158,L
120,192,XXXL
82,155,L
69,165,M
91,156,XL
59,158,S
93,181,XXL
60,155,S
74,155,M
74,165,M
60,161,S
105,191,XXXL
60,159,S
0,0,XXS
109,199,XXXL
59,162,S
105,192,XXXL
119,197,XXXL
96,171,XXL
106,196,XXXL
69,160,M
78,160,L
115,193,XXXL
89,179,XL
115,191,XXXL
60,159,S
109,199,XXXL
74,163,M
56,164,S
87,173,XL
92,167,XL
97,184,XXL
57,155,S
76,164,L
77,155,L
70,163,M
58,155,S
0,0,XXS
60,155,S
111,194,XXXL
91,172,XL
58,161,S
81,160,L
96,186,XXL
0,0,XXS
106,193,XXXL
90,180,XL
74,165,M
67,164,M
71,158,M
106,193,XXXL
68,162,M
74,165,M
83,165,L
116,197,XXXL
109,192,XXXL
88,182,XL
83,160,L
70,160,M
74,163,M
57,156,S
104,199,XXXL
80,163,L
59,165,S
57,159,S
66,157,M
73,164,M
111,191,XXXL
72,157,M
74,158,M
55,162,S
84,155,L
56,160,S
0,0,XXS
73,155,M
91,185,XL
58,163,S
95,179,XXL
83,164,L
58,165,S
55,155,S
111,192,XXXL
92,158,XL
85,160,L
77,163,L
59,163,S
76,160,L
80,165,L
103,199,XXXL
57,155,S
116,191,XXXL
89,155,XL
92,174,XL
92,163,XL
68,159,M
119,193,XXXL
96,179,XXL
66,162,M
74,163,M
96,174,XXL
96,184,XXL
85,163,L
103,192,XXXL
80,156,L
78,162,L
0,0,XXS
99,177,XXL
70,160,M
56,162,S
58,165,S
73,162,M
89,178,XL
77,165,L
58,164,S
76,156,L
55,156,S
78,158,L
80,159,L
55,159,S
89,167,XL
103,200,XXXL
0,0,XXS
0,0,XXS
58,161,S
55,162,S
74,158,M
67,160,M
109,198,XXXL
83,165,L
67,155,M
87,181,XL
113,194,XXXL
56,163,S
118,191,XXXL
0,0,XXS
89,168,XL
95,171,XXL
86,160,XL
56,164,S
76,155,L
57,162,S
84,164,L
84,160,L
97,185,XXL
75,163,M
90,182,XL
56,155,S
97,184,XXL
59,164,S
60,161,S
98,189,XXL
75,161,M
91,177,XL
87,155,XL
68,155,M
104,199,XXXL
102,200,XXXL
100,175,XXL
70,158,M
75,160,M
60,157,S
59,159,S
92,190,XL
91,171,XL
60,157,S
90,182,XL
88,172,XL
115,193,XXXL
89,186,XL
60,163,S
91,182,XL
103,198,XXXL
98,180,XXL
81,155,L
92,162,XL
87,188,XL
81,162,L
95,178,XXL
97,181,XXL
57,157,S
74,159,M
103,198,XXXL
57,165,S
57,163,S
74,164,M
97,190,XXL
93,185,XXL
60,156,S
80,158,L
70,162,M
101,194,XXXL
72,155,M
77,162,L
91,171,XL
117,200,XXXL
77,162,L
112,191,XXXL
86,178,XL
89,188,XL
67,165,M
114,197,XXXL
67,156,M
60,164,S
77,156,L
94,188,XXL
91,175,XL
68,159,M
57,158,S
0,0,XXS
69,155,M
60,163,S
86,175,XL
68,162,M
96,174,XXL
98,188,XXL
92,160,XL
108,191,XXXL
113,198,XXXL
57,157,S
93,190,XXL
90,175,XL
60,157,S
69,159,M
69,156,M
104,196,XXXL
0,0,XXS
60,163,S
101,197,XXXL
90,163,XL
94,180,XXL
73,165,M
76,159,L
80,160,L
76,164,L
58,163,S
59,155,S
97,174,XXL
78,165,L
72,163,M
72,155,M
0,0,XXS
97,181,XXL
118,200,XXXL
68,160,M
71,162,M
88,181,XL
109,193,XXXL
104,198,XXXL
75,165,M
68,156,M
88,164,XL
70,156,M
118,192,XXXL
60,156,S
59,160,S
80,159,L
102,193,XXXL
111,193,XXXL
79,162,L
76,155,L
120,193,XXXL
78,165,L
70,161,M
95,182,XXL
59,156,S
91,172,XL
74,163,M
101,195,XXXL
120,194,XXXL
113,193,XXXL
112,200,XXXL
70,156,M
113,192,XXXL
58,162,S
57,161,S
69,156,M
81,155,L
59,159,S
81,160,L
68,157,M
0,0,XXS
67,160,M
74,165,M
86,175,XL
89,182,XL
96,178,XXL
79,162,L
76,155,L
56,165,S
59,163,S
83,164,L
71,161,M
55,160,S
71,163,M
59,160,S
111,196,XXXL
0,0,XXS
115,196,XXXL
94,178,XXL
57,156,S
0,0,XXS
78,162,L
88,166,XL
68,163,M
75,161,M
115,196,XXXL
59,164,S
58,164,S
76,158,L
97,176,XXL
78,157,L
55,155,S
66,165,M
56,159,S
56,161,S
60,158,S
91,185,XL
0,0,XXS
70,161,M
73,160,M
85,158,L
60,155,S
116,200,XXXL
73,162,M
66,157,M
74,162,M
57,165,S
77,162,L
71,162,M
58,157,S
84,155,L
0,0,XXS
0,0,XXS
55,155,S
82,164,L
110,199,XXXL
71,161,M
99,181,XXL
80,157,L
96,189,XXL
83,162,L
67,158,M
58,155,S
82,161,L
106,191,XXXL
86,184,XL
71,164,M
0,0,XXS
83,156,L
92,170,XL
67,156,M
77,155,L
82,156,L
0,0,XXS
93,178,XXL
101,195,XXXL
88,185,XL
58,162,S
113,200,XXXL
73,160,M
70,165,M
104,194,XXXL
103,196,XXXL
0,0,XXS
94,171,XXL
86,164,XL
96,179,XXL
98,176,XXL
74,163,M
66,164,M
89,186,XL
68,155,M
87,190,XL
86,180,XL
0,0,XXS
76,163,L
79,159,L
78,163,L
83,160,L
85,162,L
88,179,XL
97,173,XXL
57,161,S
0,0,XXS
88,157,XL
71,160,M
98,179,XXL
60,160,S
76,161,L
69,165,M
98,175,XXL
74,159,M
96,181,XXL
55,163,S
89,186,XL
88,173,XL
72,165,M
72,157,M
83,164,L
60,165,S
56,156,S
55,155,S
68,165,M
86,184,XL
87,175,XL
70,165,M
66,164,M
66,164,M
92,187,XL
92,187,XL
69,165,M
91,178,XL
76,157,L
89,167,XL
84,162,L
0,0,XXS
56,156,S
71,160,M
0,0,XXS
75,163,M
92,178,XL
108,198,XXXL
66,156,M
86,160,XL
120,191,XXXL
59,162,S
77,159,L
66,156,M
56,165,S
105,195,XXXL
66,155,M
88,174,XL
74,160,M
66,162,M
77,162,L
93,172,XXL
71,157,M
71,155,M
58,163,S
97,178,XXL
70,156,M
71,160,M
67,161,M
66,158,M
55,159,S
88,160,XL
96,172,XXL
84,160,L
57,156,S
69,162,M
56,156,S
87,186,XL
115,198,XXXL
120,191,XXXL
73,155,M
58,159,S
85,160,L
95,180,XXL
110,194,XXXL
82,159,L
71,157,M
74,155,M
82,165,L
70,158,M
70,158,M
82,162,L
104,196,XXXL
58,161,S
68,162,M
72,165,M
58,161,S
104,197,XXXL
59,160,S
77,160,L
91,163,XL
75,159,M
111,194,XXXL
70,161,M
59,161,S
69,161,M
108,195,XXXL
89,164,XL
70,164,M
58,161,S
104,200,XXXL
82,160,L
113,191,XXXL
94,184,XXL
78,163,L
96,173,XXL
70,160,M
76,159,L
86,176,XL
